0     0.0,  -nan
50   657.0,  92.0
100   2568.0, 255.5
150   5729.0, 466.2
200   10153.0, 716.1
250   15805.0, 997.6
300   22723.0, 1309.7
350   30893.0, 1648.9
400   40289.0, 2011.9
450   50969.0, 2400.0
500   62860.0, 2808.4
